IDENT,PROBLEM,ACTION,DESAB
100161,"R/H ENG, FWD I/B BAFFLE HAS SMALL CRACK.",STOP DRILLED CRACK.,"RIGHT ENGINE, FORWARD I/B BAFFLE HAS SMALL CRACK."
100162,"BOTH ENGS, ALL ROCKER COVERS LOOSE.",TIGHTENED ALL SCREWS FOR ROCKER COVERS.,"BOTH ENGS, ALL ROCKER COVERS LOOSE."
100163,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OPS & LEAK CHECKED GOOD.,LEFT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100164,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,OPS & LEAK CHECKED GOOD.,RIGHT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100164,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,INSTALLED R/H ENGINE TO AIRFRAME.,RIGHT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100164,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,FINISHED INSTALLING NACELLE WIRING.,RIGHT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100167,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,FINISHED REINSTALL OF NACELLE WIRING.,LEFT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100168,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,CONTINUED WIRING & ENGINE CONTROL INSTALLATION.,RIGHT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100169,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,PRESERVED CYLINDERS. PREPARED ENGINE FOR STORAGE.,LEFT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100170,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,SEALED CONTROL CABLE & ELECTRICAL HARNESS @ FIREWALL.,RIGHT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100171,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,"INSTALLED & TIMED MAGNETOS. ROUTED, CONNECTED WIRING &",LEFT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100171,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,UNPACKED ENGINE FROM PALLET. INSTALLED ENGINE ASSY TO A,LEFT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100171,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,"RAN WIRING THROUGH FIREWALL, RAN CABLES THROUGH FIREWAL",LEFT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100171,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,"ROUTED & SECURED WIRING, FUEL & OIL LINES, CONTROL CABL",LEFT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100171,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,SEALED CONTROL CABLE & ELECTRICAL HARNESS @ FIREWALL. R,LEFT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100171,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,"CLEANED PLUGS, SERVICED OIL. RAN L/H ENGINE, ALL INDICA",LEFT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100171,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,"REMOVED LEFT ENGINE, PROP/MOUNT ASSY.",LEFT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100171,L/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,REMOVED OIL SUMP & ACCESSORY CASE. INSPECTED IAW,LEFT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100179,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,STARTED WIRING INSTALLATION & CONTROL CABLE INSTALLATIO,RIGHT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100179,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,CONTINUED WIRING & CONTROL CABLE ROUTING. CONNECTED COW,RIGHT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100179,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,CONNECTED WIRING & SECURED. ATTACHED & RIGGED ENGINE CO,RIGHT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100179,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,"CLEANED PLUGS, SERVICED OIL. RAN ENGINE, ALL INDICATION",RIGHT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100179,R/H ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.,REMOVED R/H ENGINE/PROP/MOUNT ASSY. PRESERVED CYLS. PAL,RIGHT ENGINE NEEDS TO BE REMOVED TO FACILITATE REPAIR.
100184,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REMOVED ENGINE.,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.
100185,REINSTALL ENGINE AFTER REPAIR TO FIREWALL.,INSTALLED ENGINE AFTER REPAIR TO FIREWALL WAS COMPLETED,REINSTALL ENGINE AFTER REPAIR TO FIREWALL.
100185,REINSTALL ENGINE AFTER REPAIR TO FIREWALL.,FIREWALL REPAIRED BY ODEGAARD WINGS. ,REINSTALL ENGINE AFTER REPAIR TO FIREWALL.
100187,#2 & 4 INTAKE GASKET LEAKING.,REMOVED & REPLACED #2 & 4 INTAKE GASKETS.,#2 & 4 INTAKE GASKET LEAKING.
100188,#2 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#2 INTAKE LEAKING.
100189,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED #3 ROCKER COVER GASKET.,#3 ROCKER COVER LEAKING.
100190,AFT BAFFLE SCREW LOOSE.,TIGHTENED BAFFLE SCREW.,AFT BAFFLE SCREW LOOSE.
100191,#4 REAR ENGINE BAFFLE CRACKED.,STOP DRILLED CRACK.,#4 REAR ENGINE BAFFLE CRACKED.
100192,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).
100193,#3 CYL EXHAUST SEAL LEAKING.,REMOVED & REPLACED SEAL.,#3 CYLINDER EXHAUST SEAL LEAKING.
100194,FELT ON #1 & 3 BAFFLE COMING LOOSE.,PREPPED AREA & APPLIED SEALANT.,FELT ON #1 & 3 BAFFLE COMING LOOSE.
100195,ENGINE BAFFLE BUTTONS WORN.,REMOVED & REPLACED ENGINE BAFFLE BUTTONS ON L/H & R/H.,ENGINE BAFFLE BUTTONS WORN.
100196,MISSING SCREW ON #3 ROCKER COVER.,INSTALLED NEW SCREW.,MISSING SCREW ON #3 ROCKER COVER.
100197,#2 & 4 INTAKES ARE LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,#2 & 4 INTAKES ARE LEAKING.
100198,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,#2 ROCKER COVER GASKET LEAKING.
100199,ENGINE RUNS ROUGH AFTER START. ENGINE SHUT DOWN WHEN POWER T,"STARTED A/C, VERIFIED ENGINE RUNS VERY ROUGH. #3 EGT WA",ENGINE RUNS ROUGH AFTER START. ENGINE SHUT DOWN WHEN POWER T
100199,ENGINE RUNS ROUGH AFTER START. ENGINE SHUT DOWN WHEN POWER T,PERFORMED SI 388C ON ALL 4 CYLINDERS. REAMED EXHAUST VA,ENGINE RUNS ROUGH AFTER START. ENGINE SHUT DOWN WHEN POWER T
100201,"LACING CORD LOOSE ON SCAT TUBING + IGN LEAD TO FRAME, R/H SI",REPLACED BOTH LACINGS.,"LACING CORD LOOSE ON SCAT TUBING + IGNITION LEAD TO FRAME, RIGHT SI"
100202,ALL ROCKER COVER SCREWS ARE LOOSE ON L/H ENGINE.,TIGHTENED ALL SCREWS.,ALL ROCKER COVER SCREWS ARE LOOSE ON LEFT ENGINE.
100203,#2 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED #2 INTAKE GASKET ON R/H ENGINE.,#2 INTAKE LEAKING ON RIGHT ENGINE.
100204,"INTAKES 2, # & 4 LEAKING ON L/H ENGINE.","REMOVED & REPLACED INTAKE GASKET 2, 3 & 4 ON L/H ENGINE","INTAKES 2, # & 4 LEAKING ON LEFT ENGINE."
100205,ROCKER COVERS 2 & 4 LEAKING ON R/H ENGINE.,REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS ON R/H E,ROCKER COVERS 2 & 4 LEAKING ON RIGHT ENGINE.
100206,"ON RIGHT ENG START, ENGINE RAN VERY ROUGH.","REMOVED & REPLACED #3 CYL ASSY. REEMED 1, 2, 4 EXHAUST","ON RIGHT ENGINE START, ENGINE RAN VERY ROUGH."
100206,"ON RIGHT ENG START, ENGINE RAN VERY ROUGH.","RAN ENGINE, #3 CYL NO EGT. PULLED PROP THROUGH 4 COMPRE","ON RIGHT ENGINE START, ENGINE RAN VERY ROUGH."
100208,#2 INTAKE IS LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,#2 INTAKE IS LEAKING.
100209,CYL #2 INTAKE GASKET IS LEAKING.,REMOVED & REPLACED CYL #2 INTAKE GASKET.,CYLINDER #2 INTAKE GASKET IS LEAKING.
100210,CYL #2 & 3 ROCKER COVERS LEAKING.,REMOVED & REPLACED CYL #2 & 3 ROCKER COVER GASKETS.,CYLINDER #2 & 3 ROCKER COVERS LEAKING.
100211,CYL #3 AFT BAFFLE I/B SCREW BRACKET RIVETS ARE SHEARED OFF.,"REMOVED CYL #3 AFT BAFFLE, REPLACED BROKEN FASTENERS &",CYLINDER #3 AFT BAFFLE I/B SCREW BRACKET RIVETS ARE SHEARED OFF.
100212,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER W/ NEW.,#3 ROCKER COVER LEAKING.
100213,#2 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,#2 & 4 ROCKER COVER GASKETS LEAKING.
100214,R/H ENGINE #2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,RIGHT ENGINE #2 INTAKE IS LEAKING.
100215,L/H ENGINE #4 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,LEFT ENGINE #4 ROCKER COVER GASKET LEAKING.
100216,"R/H ENGINE, ALL 4 ROCKER COVER GASKETS SEEPING.",REMOVED & REPLACED ALL GASKETS.,"RIGHT ENGINE, ALL 4 ROCKER COVER GASKETS SEEPING."
100217,R/H REAR ENGINE BAFFLE SCREW MISSING.,INSTALLED NEW SCREW.,RIGHT REAR ENGINE BAFFLE SCREW MISSING.
100218,ROCKER BOX COVER SCREWS LOOSE (ALL CYLS).,RETORQUED SCREWS.,ROCKER BOX COVER SCREWS LOOSE (ALL CYLS).
100219,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).
100220,#2 INTAKE LEAKING.,REMOVED & REPLACED #2 INTAKE GASKET.,#2 INTAKE LEAKING.
100221,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,#4 ROCKER COVER IS LEAKING.
100222,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLINDER).
100223,#2 & 4 ROCKER BOX COVER SCREWS LOOSE.,RETORQUED #2 & 4 ROCKER BOX COVER SCREWS.,#2 & 4 ROCKER BOX COVER SCREWS LOOSE.
100224,L/H ENGINE #1 INTAKE LEAKING.,REMOVED & REPLACED L/H #1 INTAKE GASKET.,LEFT ENGINE #1 INTAKE LEAKING.
100225,R/H ENGINE #2 & 1 INTAKE LEAKING.,REMOVED & REPLACED R/H ENGINE INTAKE GASKETS 1 & 2.,RIGHT ENGINE #2 & 1 INTAKE LEAKING.
100226,R/H FWD UPPER BAFFLE SEAL IS LOOSE.,REPLACED BAFFLE SEAL.,RIGHT FORWARD UPPER BAFFLE SEAL IS LOOSE.
100227,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,#4 ROCKER COVER IS LEAKING.
100228,ROCKER BOX COVER SCREWS LOOSE.,RETORQUE ROCKER BOX COVER SCREWS.,ROCKER BOX COVER SCREWS LOOSE.
100229,#4 ROCKER GASKET LEAKING.,REPLACED ROCKER GASKET.,#4 ROCKER GASKET LEAKING.
100230,#2 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,#2 ROCKER COVER IS LEAKING.
100231,#4 CYL HAS NO COMPRESSION.,"INSTALLED NEW GASKET, LEAK CK GOOD.",#4 CYLINDER HAS NO COMPRESSION.
100231,#4 CYL HAS NO COMPRESSION.,"INSPECTED VALVES, FOUND NO DEFECTS. RAN A/C & RECHECKED",#4 CYLINDER HAS NO COMPRESSION.
100233,SCREW MISSING ON #3 BAFFLE.,REPLACED SCREW.,SCREW MISSING ON #3 BAFFLE.
100234,#2 ROCKER COVER IS LEAKING.,REPLACED GASKET.,#2 ROCKER COVER IS LEAKING.
100235,INDUCTION TUBE HOSE CLAMPS LOOSE.,TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE.
100236,R/H ENG CYL #3 INTAKE IS LEAKING.,REPLACED INTAKE GASKET.,RIGHT ENGINE CYLINDER #3 INTAKE IS LEAKING.
100237,L/H ENG #4 INDUCTION TUBE GASKET LEAKING.,REPLACED INTAKE GASKET.,LEFT ENGINE #4 INDUCTION TUBE GASKET LEAKING.
100238,L/H ENG CYL #1 FWD BAFFLE SEAL IS LOOSE.,RESECURED #1 FWD BAFFLE SEAL.,LEFT ENGINE CYLINDER #1 FORWARD BAFFLE SEAL IS LOOSE.
100239,"L/H ENG #1, 2 & 3 ROCKER BOX COVERS LEAKING.",REPLACED ROCKER COVER GASKETS.,"LEFT ENGINE #1, 2 & 3 ROCKER BOX COVERS LEAKING."
100240,R/H ENG #2 INTAKE TUBE GASKET IS LEAKING.,INSTALLED NEW #2 INTAKE TUBE GASKET.,RIGHT ENGINE #2 INTAKE TUBE GASKET IS LEAKING.
100241,R/H ENG ALL ROCKER COVER GASKETS LEAKING.,INSTALLED NEW R/H ENG ROCKER BOX COVER GASKETS.,RIGHT ENGINE ALL ROCKER COVER GASKETS LEAKING.
100242,AFT BAFFLE BRACKET RIVETS SHEARED.,RESECURED BAFFLE BRACKET.,AFT BAFFLE BRACKET RIVETS SHEARED.
100243,#3 AFT BAFFLE IS WORN THROUGH AT I/B CYLINDER WRAP.,REMOVED WORN PIECE. FABRICATED REPLACEMENT FROM LIKE MA,#3 AFT BAFFLE IS WORN THROUGH AT I/B CYLINDER WRAP.
100244,FRONT R/H BAFFLE SIDE HAS A CRACK BY SCREW.,STOP DRILLED CRACK.,FRONT RIGHT BAFFLE SIDE HAS A CRACK BY SCREW.
100245,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,REMOVED BAFFLE.,FRONT RIGHT BAFFLE WORN THROUGH FROM MUFFLER SHROUD.
100245,FRONT R/H BAFFLE WORN THROUGH FROM MUFFLER SHROUD.,FABRICATED PATCH W/ LIKE MATERIALS. RIVETED IAW ,FRONT RIGHT BAFFLE WORN THROUGH FROM MUFFLER SHROUD.
100247,"#2, 3 & 4 ROCKER GASKETS LEAKING.","REPLACED #2, 3 & 4 ROCKER GASKETS. LEAK CHECK GOOD.","#2, 3 & 4 ROCKER GASKETS LEAKING."
100248,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,INSTALLED NEW BAFFLE.,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.
100248,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.,REMOVED R/H REAR BAFFLE.,#3 AFT BAFFLE CRACKED IN SEVERAL PLACES.
100250,SCREW MISSING IN #4 ROCKER COVER.,INSTALLED & TORQUED NEW SCREW IN #4 ROCKER BOX COVER. R,SCREW MISSING IN #4 ROCKER COVER.
100251,#2 INTAKE IS LEAKING.,REPLACED GASKET.,#2 INTAKE IS LEAKING.
100252,BRACKET SECURING OIL LINE TO #2 CYLINDER BROKEN.,REMOVED & REPLACED BRACKET.,BRACKET SECURING OIL LINE TO #2 CYLINDER BROKEN.
100253,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REMOVED ENGINE TO FACILITATE REPAIR BY ODEGAARD WINGS.,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.
100253,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.,REINSTALLED ENGINE IAW MAINTENANCE MAN,REMOVE ENGINE TO FACILITATE FIREWALL REPAIR.
100255,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,#2 ROCKER COVER GASKET LEAKING.
100256,#2 & 4 ROCKER COVERS ARE LEAKING.,REMOVED & REPLACED GASKETS.,#2 & 4 ROCKER COVERS ARE LEAKING.
100257,"DOING MAX PERFORM T/O @ 3200, MP WON'T GO ANY HIGHER THAN 24",REQUIRES MX FLIGHT TO VERIFY DISCREPANCY,"DOING MAX PERFORM T/O @ 3200, MP WON'T GO ANY HIGHER THAN 24"
100258,"ROCKER COVER GASKETS 1, 3 & 4 LEAKING.","REMOVED & REPLACED ROCKER COVER GASKETS 1, 3 & 4.","ROCKER COVER GASKETS 1, 3 & 4 LEAKING."
100259,#2 & 4 CYLINDER ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED #2 & 4 GASKETS.,#2 & 4 CYLINDER ROCKER COVER GASKETS LEAKING.
100260,"#1, 2 & 3 ROCKER BOX COVER SCREWS LOOSE.",TIGHTENED SCREWS.,"#1, 2 & 3 ROCKER BOX COVER SCREWS LOOSE."
100261,#1 & 3 ROCKER COVERS LEAKING.,REMOVED & REPLACED #1 & 3 ROCKER COVER GASKETS.,#1 & 3 ROCKER COVERS LEAKING.
100262,ROCKER BOX COVER SCREWS LOOSE (ALL CYL).,TIGHTENED SCREWS.,ROCKER BOX COVER SCREWS LOOSE (ALL CYLINDER).
100263,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYL).,TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLINDER).
100264,#3 INTAKE LEAKING AT CLAMP.,READJUSTED & TIGHTENED CLAMP.,#3 INTAKE LEAKING AT CLAMP.
100265,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,#2 INTAKE GASKET LEAKING.
100266,"RIVET PULLED THROUGH BAFFLE SEAL, #1 CYL.",REMOVED OLD RIVET & INSTALLED NEW RIVET.,"RIVET PULLED THROUGH BAFFLE SEAL, #1 CYLINDER."
100267,#3 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,#3 ROCKER COVER LEAKING.
100268,L/H ENGINE I/B BAFFLE INTERCONNECT ROD BROKEN.,REMOVED & REPLACED BAFFLE INTERCONNECT ROD.,LEFT ENGINE I/B BAFFLE INTERCONNECT ROD BROKEN.
100269,#2 INDUCTION TUBE HOSE CLAMP BROKEN.,INSTALLED NEW HOSE CLAMP.,#2 INDUCTION TUBE HOSE CLAMP BROKEN.
100270,"#1, 2, 3 CYLINDER INTAKE GASKETS LEAKING.",INSTALLED NEW INTAKE GASKETS.,"#1, 2, 3 CYLINDER INTAKE GASKETS LEAKING."
100271,#4 ROCKER COVER IS LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,#4 ROCKER COVER IS LEAKING.
100272,AFT R/H BAFFLE HAS MISSING RIVET.,REMOVED & REPLACED RIVET.,AFT RIGHT BAFFLE HAS MISSING RIVET.
100273,#2 & 4 ROCKER COVERS LEAKING.,REMOVED & REPLACED #2 & 4 ROCKER COVER GASKETS.,#2 & 4 ROCKER COVERS LEAKING.
100274,RING GEAR HAS TOO MANY DAMAGED TEETH.,REMOVED PROP & INSTALLED SERVICEABLE RING GEAR ASSY. IN,RING GEAR HAS TOO MANY DAMAGED TEETH.
100275,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,LEAK CHECK GOOD.,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.
100275,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.,REMOVED & REPLACED OIL RETURN LINE.,#3 CYLINDER OIL RETURN LINE BEEN CHAFING ON WIRE BUNDLE.
100277,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.,REMOVED R/H SIDE BAFFLE OFF ENGINE.,RIGHT SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.
100277,R/H SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.,REPLACED BAFFLE W/ SERVICEABLE BAFFLE.,RIGHT SIDE BACK BAFFLE IS CRACKED & BRACKET RIVETS BROKEN.
100279,#1 ROCKER COVER LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,#1 ROCKER COVER LEAKING.
100280,R/H ENGINE CYL #3 AFT BAFFLE IS CRACKED.,STOP DRILLED CRACK IN R/H ENG #3 AFT BAFFLE.,RIGHT ENGINE CYLINDER #3 AFT BAFFLE IS CRACKED.
100281,L/H ENGINE CYL #4 AFT BAFFLE STIFFENER IS CRACKED.,REMOVED & REPLACED CRACKED STIFFENER.,LEFT ENGINE CYLINDER #4 AFT BAFFLE STIFFENER IS CRACKED.
100282,CYL #2 & 3 INTAKES ARE LEAKING.,REMOVED & REPLACED CYL #2 & 3 INTAKE GASKETS.,CYLINDER #2 & 3 INTAKES ARE LEAKING.
100283,R/H FWD UPPER BAFFLE SEAL NEEDS TO BE RESECURED.,INSTALLED POP RIVET TO RESECURE R/H FWD BAFFLE SEAL.,RIGHT FORWARD UPPER BAFFLE SEAL NEEDS TO BE RESECURED.
100284,#1 INTAKE IS LEAKING.,REMOVED & REPLACED #1 INTAKE GASKET.,#1 INTAKE IS LEAKING.
100285,ROCKER COVERS 2 & 3 LEAKING.,REMOVED & REPLACED ROCKER COVER GASKETS 2 & 3.,ROCKER COVERS 2 & 3 LEAKING.
100286,#2 INDUCTION TUBE GASKET LEAKING.,INSTALLED NEW #2 INDUCTION TUBE GASKET.,#2 INDUCTION TUBE GASKET LEAKING.
100287,#2 & 3 ROCKER BOX COVER GASKETS LEAKING.,INSTALLED NEW ROCKER BOX COVER GASKETS.,#2 & 3 ROCKER BOX COVER GASKETS LEAKING.
100288,"DURING ENTRY TO 180 DEGREE AUTO, WHEN COLLECTIVE LOWERED TO","INSPECTED THROTTLE LINKAGE, COLLECTIVE LINKAGE, NO DISC","DURING ENTRY TO 180 DEGREE AUTO, WHEN COLLECTIVE LOWERED TO"
100289,"CAP SCREW MISSING, L/H ENG #4 BAFFLE.",INSTALLED NEW SCREW.,"CAP SCREW MISSING, LEFT ENGINE #4 BAFFLE."
100290,#4 ROCKER COVER LEAKING.,REMOVED & REPLACED #4 ROCKER COVER GASKET.,#4 ROCKER COVER LEAKING.
100291,ALL ROCKER COVERS HAVE LOOSE SCREWS.,TIGHTENED ALL COVERS.,ALL ROCKER COVERS HAVE LOOSE SCREWS.
100292,R/H ENG #3 INTAKE LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET W/ NEW.,RIGHT ENGINE #3 INTAKE LEAKING.
100293,HARDWARE MISSING ON R/H ENGINE #4 ROCKER COVER.,INSTALLED NEW SCREW INTO #4 ROCKER COVER.,HARDWARE MISSING ON RIGHT ENGINE #4 ROCKER COVER.
100294,#4 INTAKE GASKET LEAKING.,REPLACED GASKET.,#4 INTAKE GASKET LEAKING.
100295,RIGHT ENG #2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER.,RIGHT ENGINE #2 ROCKER COVER LEAKING.
100296,#1 & 3 ROCKER BOX COVER SCREWS LOOSE.,TIGHTENED SCREWS.,#1 & 3 ROCKER BOX COVER SCREWS LOOSE.
100297,#2 & 4 INDUCTION TUBE GASKETS LEAKING.,INSTALLED NEW #2 & 4 INDUCTION TUBE GASKETS.,#2 & 4 INDUCTION TUBE GASKETS LEAKING.
100298,ALL SCREWS FOR ROCKER COVERS ARE LOOSE.,TIGHTENED ALL SCREWS.,ALL SCREWS FOR ROCKER COVERS ARE LOOSE.
100299,#1 & 4 INTAKES LEAKING.,REMOVED & REPLACED INTAKE GASKETS 1 & 4.,#1 & 4 INTAKES LEAKING.
100300,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,TIGHTENED HOSE CLAMPS.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).
100301,R/H REAR BAFFLE MOUNTING SCREW LOOSE.,TIGHTENED R/H REAR BAFFLE MOUNTING SCREW.,RIGHT REAR BAFFLE MOUNTING SCREW LOOSE.
100302,L/H BAFFLE PLUG MISSING.,INSTALLED PATCH FABRICATED OUT OF LIKE MATERIAL. INSTAL,LEFT BAFFLE PLUG MISSING.
100303,#3 INTAKE LEAKING.,REMOVED & REPLACED #3 INTAKE GASKET.,#3 INTAKE LEAKING.
100304,ENGINE INSPECTION PANEL MISSING SCREW,REINSTALLED SCREW,ENGINE INSPECTION PANEL MISSING SCREW
100305,#1 ROCKER COVER IS LEAKING.,REMOVED & REPLACED ROCKER COVER GASKET.,#1 ROCKER COVER IS LEAKING.
100306,CYL #2 & 3 INTAKES ARE LEAKING.,REPLACED CYL #2 & 3 INTAKE GASKETS.,CYLINDER #2 & 3 INTAKES ARE LEAKING.
100307,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKET W/ NEW.,#2 INTAKE GASKET LEAKING.
100308,"#2, 3 & 4 ROCKER BOX COVER SCREWS LOOSE.",TIGHTENED SCREWS.,"#2, 3 & 4 ROCKER BOX COVER SCREWS LOOSE."
100309,STARTER RING GEAR MISSING TEETH.,REMOVED & REPLACED STARTER RING GEAR. RESAFETY WIRED PR,STARTER RING GEAR MISSING TEETH.
100310,#2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED #2 & 4 INTAKE GASKETS W/ NEW.,#2 & 4 INTAKE GASKETS LEAKING.
100311,BOTH BAFFLE PLUGS WORN.,REPLACED BOTH BAFFLE PLUGS.,BOTH BAFFLE PLUGS WORN.
100312,#1 ROCKER LEAKING.,REMOVED & REPLACED #1 ROCKER COVER GASKET.,#1 ROCKER LEAKING.
100313,R/H FWD BAFFLE MISSING SCREW.,INSTALLED NEW SCREW.,RIGHT FORWARD BAFFLE MISSING SCREW.
100314,OIL PSI SWITCH WIRING GROMMET IS MISSING.,INSTALLED NEW GROMMET.,OIL PSI SWITCH WIRING GROMMET IS MISSING.
100315,#4 INTAKE LEAKING.,REPLACED GASKET.,#4 INTAKE LEAKING.
100316,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED #2 ROCKER COVER GASKET.,#2 ROCKER COVER LEAKING.
100317,ROCKER COVERS 2 & 3 LEAKING.,REMOVED & REPLACED #2 & 3 ROCKER COVER GASKETS.,ROCKER COVERS 2 & 3 LEAKING.
100318,BACK L/H TOP BAFFLE IS CRACKED.,"FABRICATED PATCH, INSTALLED PATCH. RIVET IAW  SRM",BACK LEFT TOP BAFFLE IS CRACKED.
100319,L/H FWD ENGINE BAFFLE CRACKED.,"STOP DRILLED CRACK, FABRICATED PATCH. RIVETED IAW",LEFT FORWARD ENGINE BAFFLE CRACKED.
