IDENT,DESAB
100497,#3 CYLINDER ROCKER COVER GASKET LEAKING.
100498,#3 INTAKE LEAKING.
100499,INDUCTION TUBE HOSE CLAMPS LOOSE.
100500,AFT LEFT ENGINE BAFFLE CRACKED.
100501,FORWARD LEFT ENGINE BAFFLE CRACKED.
100502,ALL 4 ROCKER COVER GASKETS LEAKING.
100503,#2 CYLINDER INTAKE GASKET IS LEAKING.
100504,CYLINDER #4 INTAKE GASKET IS LEAKING.
100505,#3 INTAKE LEAKING.
100506,#4 ROCKER COVER GASKET IS LEAKING.
100507,#3 ROCKER COVER GASKET LEAKING.
100508,LEFT ENGINE #2 INTAKE GASKET LEAKS.
100509,#2 & 3 ROCKER GASKETS LEAKING.
100510,#3 & 4 SIDE BAFFLE PLUGS HAVE BROKEN PRONGS.
100511,"#1, 2, 4 ROCKER COVER GASKETS LEAKING."
100512,"RIGHT ENGINE, 1, 2, 4 INTAKE GASKETS ARE LEAKING."
100513,BAFFLE SPARK PLUG CAPS ARE WORN OUT.
100514,"#2 & 4 INTAKE GASKETS ARE LEAKING, CAUSING CYLINDER HEAD TEMPERATURE & EXHAUST GAS TEMPERATURE  VARIATI"
100515,#3 ROCKER COVER GASKET IS TORN.
100516,INTAKES 2 & 4 LEAKING.
100517,#1 ROCKER COVER LEAKING.
100518,#4 CYLINDER INTAKE GASKET LEAKING.
100519,CYLINDER #4 ROCKER COVER GASKET LEAKING.
100520,"INTAKE PIPE GASKET LEAKING, CYLINDER #2, 3 & 4."
100521,OIL COOLER BAFFLING CRACKED IN LOWER I/B CORNER.
100522,"RIGHT SIDE OF ENGINE, AFT BAFFLE CRACKED PAST STOP DRILLED HOLES."
100523,"STARTED A/C NORMALLY, BATTERY STILL SHOWING DISCHARGE. INCRE"
100524,#3 CYLINDER OIL RETURN LINE LEAKING ON RUBBER HOSE SECTION.
100525,#2 & 4 INTAKE GASKET LEAKING.
100526,"#1, 2, 3 COWL SHOCK MOUNTS TORN."
100527,#1 & 3 ROCKER COVER GASKETS LEAKING.
100528,ROCKER BOX COVER SCREWS LOOSE.
100530,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLINDER).
100531,#1 CYLINDER BAFFLE CRACKED.
100532,SCROLL TO PC FLITTER TUBE HAS EXCESSIVE FRETTING UNDER FLOAT
100534,4TH STAGE NOZZLE HAS SEVERAL CRACKS IN IT.
100538,#3 INTAKE IS LEAKING.
100539,CYLINDER #4 ROCKER COVER GASKET LEAKING.
100540,#1 INTAKE GASKET LEAKS.
100541,ALL ROCKER COVER SCREWS ARE LOOSE.
100542,#2 INTAKE GASKET LEAKING.
100543,"#2 CYLINDER ""MISSING"" ON RUN UP (RUNS ROUGH)."
100547,#2 INTAKE GASKET LEAKS.
100548,BAFFLE PLUG MISSING ON ENGINE.
100549,#3 INTAKE LEAKING ON RIGHT ENGINE.
100550,#1 & 2 INTAKES LEAKING ON LEFT ENGINE.
100551,#1 & 3 ROCKER COVERS LEAKING ON RIGHT ENGINE.
100552,#2 INDUCTION TUBE GASKET LEAKING.
100553,ROCKER BOX COVER SCREWS LOOSE (ALL CYLS).
100554,#3 CYLINDER HAS NO COMPRESSION.
100557,LEFT ENGINE O/B BAFFLE ROD BROKEN.
100558,INTAKES #3 & 4 LEAKING ON RIGHT ENGINE.
100559,"INTAKES #1, 2, 3 & 4 LEAKING ON LEFT ENGINE."
100560,ROCKER COVERS 3 & 4 LEAKING ON LEFT ENGINE.
100561,ROCKER COVERS #2 & 4 LEAKING ON RIGHT ENGINE.
100562,#4 INTAKE LEAKING.
100563,#2 ROCKER COVER LEAKING.
100564,#3 INTAKE LEAKING.
100565,CYLINDER #3 INTAKE TUBE GASKET LEAKING.
100566,CYLINDER #1 OIL RETURN LINE CHAFING.
100567,RIGHT ENGINE OIL FILL TUBE LOOSE.
100568,ENGINE BAFFLE PLUG TABS BROKEN.
100569,#4 INTAKE GASKET LEAKING.
100570,#2 & 4 ROCKER COVER GASKETS LEAKING.
100571,RIGHT ENGINE #2 INTAKE LEAKS.
100572,LEFT ENGINE #2 INTAKE LEAKS.
100573,"ALL ROCKER COVERS, BOTH ENGINE, SCREWS ARE LOOSE."
100574,"#1, 2 & 4 INTAKES LEAKING."
100575,#2 & 4 ROCKER COVERS LEAKING.
100576,LEFT REAR ENGINE BAFFLE CRACKED.
100577,"#2, 3, 4 CYLINDER ROCKER COVER GASKETS LEAKING."
100578,#4 CYLINDER ROCKER DRAIN LINE CLAMP LOOSE & LEAKS NOTED.
100579,BAFFLE BOLT SAFETIES ARE LOOSE ON #1 & 3 CYLINDER.
100580,#1 & 3 INTAKE GASKETS LEAKING.
100581,#3 INTAKE GASKET LEAKING.
100582,#4 ROCKER COVER GASKET LEAKING.
100583,#4 INTAKE GASKET LEAKING.
100584,#2 ROCKER COVER GASKET LEAKING.
100585,#1 FRONT BAFFLE CRACKED.
100586,ALL ROCKER COVERS HAVE LOOSE SCREWS.
100587,#4 CYLINDER INTAKE TUBE GASKET LEAKING.
100588,RIGHT ENGINE #1 INTAKE IS LEAKING.
100589,"ON LEFT ENGINE #2, 3 & 4 INTAKES ARE LEAKING."
100590,#2 INTAKE LEAKING.
100591,#4 INDUCTION TUBE GASKET LEAKING.
100592,ALL ROCKER COVER SCREWS LOOSE.
100593,"AT 5500 FT, OAT +7, EXECUTED ENGINE FAILURE IN FLIGHT & ENGINE"
100595,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).
100596,#2 INTAKE GASKET LEAKING.
100597,"MAINTENANCE FLIGHT REQUIRED FOR ENGINE BREAK-IN, PROP RPM & TO CHECK"
100598,#2 INTAKE LUBE GASKET LEAKING.
100599,#3 ROCKER COVER GASKET LEAKING.
100600,#4 INTAKE GASKET LEAKING.
100601,#3 ROCKER COVER GASKET LEAKING.
100602,#4 ROCKER COVER GASKET LEAKING.
100603,THROTTLE LINKAGE DOG BONE HAS LOOSE BEARING.
100604,#1 INTAKE LEAKING.
100605,LEFT #3 INTAKE GASKET LEAKING.
100606,LEFT ENGINE HAS ALL 4 ROCKER GASKETS LEAKING.
100607,"RIGHT #1, 3 & 4 INTAKE GASKETS ARE LEAKING."
100608,TOP LEFT BAFFLE CORNER HAS A CRACK.
100609,CYLINDER #2 ROCKER COVER IS LEAKING.
100610,#2 & 3 INTAKES LEAKING.
100611,#4 & 1 ROCKER COVERS LEAKING.
100612,ROCKER BOX COVER SCREWS LOOSE.
100613,#2 INDUCTION TUBE GASKET LEAKING.
100614,CRACK IN RIGHT FRONT BAFFLE.
100615,ROCKER COVER #2 & 3 LEAKING.
100616,#1 & 3 ROCKER COVERS LEAKING.
100617,#2 CYLINDER HAS A STUCK VALVE.
100618,IDLE RPM IS LOW.
100619,"ROCKER COVERS #1, 2 & 3 LEAKING."
100620,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).
100621,RIGHT REAR ENGINE BAFFLE MOUNTING BRACKET RIVETS BROKEN.
100622,#3 INTAKE LEAKING.
100623,ROCKER BOX COVER SCREWS LOOSE.
100624,#4 INDUCTION TUBE GASKET LEAKING.
100625,#2 INTAKE GASKET LEAKING.
100626,#1 INTAKE IS LEAKING.
100627,#1 ROCKER GASKET LEAKING.
100628,#2 & 4 BAFFLE PLUGS HAVE SEVERAL BROKEN PRONGS.
100629,#2 INTAKE GASKET LEAKS.
100630,"ROCKER COVER GASKET, CYLINDER #2, LEAKING."
100631,#2 INTAKE LEAKING ON LEFT ENGINE.
100632,"ENGINE BAFFLE CRACKED AT TOP REAR CENTER BRACKET, AT ENGINE"
100633,#4 INTAKE GASKET IS LEAKING.
100634,#3 & 4 ROCKER GASKETS ARE LEAKING.
100635,"RIGHT ENGINE, LEFT FORWARD BAFFLE SCREW MISSING."
100636,RIGHT ENGINE #3 INDUCTION TUBE GASKET LEAKING.
100637,"LEFT ENGINE, ALTERNATOR COOLING HOSE CHAFING AGAINST ALTERNATOR ""BAT"" CABLE."
100638,FORWARD LEFT BAFFLE IS CRACKED BELOW SHROUD AIR INTAKE.
100639,REAR RIGHT BAFFLE RIVETS MISSING.
100640,"RIGHT ENGINE, LEFT REAR BAFFLE CRACKED."
100641,RIGHT ENGINE #2 & 4 INDUCTION TUBE GASKETS LEAKING.
100642,"LEFT ENGINE #2, 3 & 4 INDUCTION TUBE GASKETS LEAKING."
100643,"LEFT ENGINE, ALL ROCKER BOX COVER GASKETS LEAKING."
100644,"ENGINE BAFFLING CRACKED, RIGHT SIDE, ABOVE #1 CYLINDER."
100645,FIREWALL CRACKED BY BATTERY BOX.
100646,"ENGINE BAFFLING CRACKED, RIGHT SIDE, ABOVE #1 CYLINDER."
100647,#2 INTAKE LEAKING.
100648,#2 & 4 INTAKE GASKETS LEAKING.
100649,#2 & 4 ROCKER GASKETS ARE LEAKING.
100650,#3 EXHAUST I/B PUSH ROD SEAL IS LEAKING.
100651,"INTAKES 2, 3 & 4 LEAKING ON RIGHT ENGINE."
100652,"INTAKES 2, 3 & 4 LEAKING ON LEFT ENGINE."
100653,ROCKER COVER 1 & 4 LEAKING ON LEFT ENGINE.
100654,#3 ROCKER COVER LEAKING.
100655,#2 INTAKE LEAKING.
100656,#2 & 4 ROCKER COVERS ARE LEAKING.
100657,#3 CYLINDER AFT BAFFLE IS CRACKED.
100658,#2 & 4 CYLINDER OIL RETURN LINE HOSE CLAMPS LOOSE.
100659,"MIXTURE LINKAGE LOOSE, MISSING SPRING WASHER."
100660,#3 ROCKER COVER LEAKING.
100661,#1 FORWARD BAFFLE IS WORN THROUGH.
100662,#2 INTAKE GASKET LEAKING.
100663,RIGHT BACK BAFFLE SCREW IS MISSING.
100664,#2 INTAKE GASKET LEAKING.
100665,#1 & 3 ROCKER COVER GASKETS LEAKING.
100666,"RIGHT ENGINE #2, 3 INDUCTION IS LEAKING."
100667,#3 & 4 ROCKER COVER GASKETS ARE BROKEN.
100668,#3 ROCKER COVER GASKET IS TORN.
100669,"#1, 3 & 4 ROCKER COVER GASKETS ARE TORN."
100670,PILOT COULDN'T REMOVE DIPSTICK.
100671,#3 AFT BAFFLE GROMMET TORN.
100672,#3 & 4 ROCKER BOX COVER GASKETS LEAKING.
100673,#2 & 4 INTAKE GASKETS LEAKING.
100674,#1 & 3 INTAKE GASKETS LEAKING.
100675,INTAKES 2 & 4 LEAKING ON RIGHT ENGINE.
100676,"INTAKES 2, 3 & 4 LEAKING ON LEFT ENGINE."
100677,ROCKER COVERS 3 & 4 LEAKING ON LEFT ENGINE.
100678,"ROCKER COVERS 1, 2 & 3 LEAKING ON RIGHT ENGINE."
100679,RIGHT ENGINE #3 & 2 INTAKES LEAK.
100680,#3 INTAKE IS LEAKING ON LEFT ENGINE.
100681,#4 ROCKER COVER GASKET LEAKING.
100682,ROCKER BOX COVER SCREWS LOOSE.
100683,#2 ROCKER BOX COVER GASKET LEAKS.
100684,#1 & 3 CYLINDER LOWER BAFFLE IS CRACKED.
100685,#1 INTAKE TUBE WAS CANNED
100686,LEFT #2 INTAKE GASKET LEAKING.
100687,RIGHT ENGINE #2 & 3 INTAKES LEAKING.
100688,RIGHT ENGINE #3 ROCKER COVER GASKET LEAKING.
100689,RIGHT ENGINE #2 CYLINDER ROCKER COVER GASKET IS SPLIT.
100690,RIGHT ENGINE #4 INDUCATION TUBE GASKET LEAKING.
100691,#4 CYLINDER INTAKE TUBE LEAKING.
100692,#2 INTAKE IS LEAKING.
100693,#1 INTAKE LEAKING.
100694,#2 EXHAUST DRY LIFTER CLEARANCE IS TOO TIGHT.
100695,#2 EXHAUST LIFTER PLUNGER ASSEMBLY CAME APART WHEN CLEANED.
100696,ENGINE RUNS ROUGH ON START. MAINTENANCE HAND SPUN PROP & REPORTED 1 CYLINDER
100698,RIGHT ENGINE #3 INDUCTION TUBE GASKET LEAKING.
100699,BAFFLE SEAL LOOSE ON LEFT SIDE OF ENGINE.
100700,LEFT DOOR WOULD NOT LATCH.
100701,CYLINDER #2 INTAKE GASKET LEAKING.
100702,"INTAKES 2, 3 & 4 LEAKING ON LEFT ENGINE."
100703,BAFFLE SEALS NEED TO BE RESECURED ON BOTH ENGINES.
100704,"INTAKES 2, 3 & 4 LEAKING ON RIGHT ENGINE."
100705,#2 INTAKE IS LEAKING.
100706,#2 ROCKER COVER IS LEAKING.
100707,#2 INTAKE LEAKING.
100708,RIGHT SIDE COWL SEAL IS LOOSE.
100709,HARDWARE MISSING ON RIGHT AFT BAFFLE.
100711,ENGINE BAFFLE PLUGS BAD.
100712,#2 ROCKER BOX COVER GASKET LEAKING.
100713,"CYLINDER #1 & 3 INTAKES ARE LEAKING, LEFT ENGINE."
100714,RIGHT ENGINE CYLINDER #2 INTAKE IS LEAKING.
100715,"CYLINDER #2 INTAKE IS LEAKING, LEFT ENGINE."
100716,RIGHT ENGINE CORNER BRACKET BY PROP CABLE IS CRACKED.
100717,"RIGHT ENGINE CYLINDER #2, 3 ROCKER COVERS ARE LEAKING."
100718,"RAN ENGINE START CKLIST 3 TIMES, TRIED COLD START CKLIST 2 T"
100719,CYLINDER #4 INTAKE IS LEAKING.
100720,CYLINDER #1/3 BAFFLE SPRING BROKEN.
100721,REAR RIGHT BAFFLE BRACKET RIVETS SHEARED.
100722,#2 INTAKE IS LEAKING.
100723,BACK RIGHT BAFFLE BACK BRACKET RIVET HEAD IS SHEARED OFF.
100724,"SCREW MISSING, AFT BAFFLE BRACKET."
100725,SCREW MISSING ON BAFFLE ABOVE #3 CYLINDER.
100726,BAFFLE CRACKED ABOVE #1 CYLINDER.
100727,REAR BAFFLE PLUGS WORN OUT.
100728,STAND OFF NEEDED FOR FUEL LINE ON TOP OF ENGINE.
100729,RIGHT BAFFLE MISSING RIVET ON AFT SUPPORT BRACKET.
100730,RIGHT ENGINE #4 INTAKE GASKET LEAKING.
100731,RIGHT ENGINE #3 INDUCTION TUBE GASKET LEAKING.
100732,LEFT ENGINE #3 INDUCTION TUBE GASKET LEAKING.
100733,"RIGHT ENGINE, LEFT FORWARD BAFFLE & LEFT AFT BAFFLE MISSING SCREWS."
100734,CYLINDER #1 INTAKE LEAKS.
100735,"LEFT BAFFLE, SPARK PLUG ACCESS PLUG WORN TABS."
100736,CYLINDER #2 INTAKE IS LEAKING.
100737,#3 & 4 ROCKER GASKETS ARE LEAKING.
100738,A/C WON'T START.
100742,INTAKE 3 & 4 LEAKING ON RIGHT ENGINE.
100743,INTAKES 3 & 4 LEAKING ON LEFT ENGINE.
100744,RIGHT SIDE ENGINE BAFFLE HARDWARE MISSING.
100745,FRONT BAFFLE ON LEFT SIDE HAS A CRACK.
100746,RIGHT BACK BAFFLE BRACKET IS MISSING A RIVET & BAFFLE IS CRACK
100747,#4 CYLINDER INTAKE GASKET LEAKING.
100748,#2 INTAKE GASKET LEAKING.
100749,LEFT #4 AFT BAFFLE CRACKED.
100750,LEFT #2 SIDE BAFFLE SEAL TORN.
100751,LEFT #1 SIDE BAFFLE SEAL LOOSE.
100752,LEFT #3 INTAKE GASKET IS LEAKING.
100753,LEFT ROCKER GASKETS ARE LEAKING.
100754,LEFT #1 INTAKE I/B PUSH ROD TUBE SEAL IS LEAKING.
100755,ROCKER BOX COVER SCREW LOOSE ON ALL CYLS.
100756,"#2, 3 & 4 INDUCTION TUBE GASKETS LEAKING."
100757,INTAKE GASKET CYLINDER #3 & 4 LEAKING.
100758,#4 INDUCTION TUBE GASKET LEAKING.
100759,ENGINE BAFFLES NEED NEW BUTTON PLUGS.
100760,RIGHT ENGINE CYLINDER #1 INTAKE LEAKING.
100761,CYLINDER #3 INTAKE IS LEAKING ON LEFT ENGINE.
100762,"CLIMB OUT 1 OR BOTH ENGINES RAN VERY ROUGH, TRIED LEANING &"
100763,INTAKES 2 & 4 LEAKING.
100764,FORWARD ENGINE HOIST LOOP BOLT IS LOOSE.
100765,CYLINDER #2 INTAKE GASKET LEAKING.
100766,"CYLINDER #1, 2, 3 & 4 ROCKER COVER GASKETS LEAKING."
100767,OIL COOLER NEEDS TO BE REPLACED.
100768,#2 INDUCTION TUBE HOSE CLAMP BROKEN.
100769,CYLINDER #2 & 4 ROCKER COVER GASKETS LEAKING.
100770,RIGHT ENGINE #3 INDUCTION TUBE GASKET LEAKING.
100771,#3 INTAKE I/B TO ENGINE THREAD STRIPPED.
100772,LEFT ENGINE #3 INDUCTION TUBE GASKET LEAKING.
100773,#2 INTAKE IS LEAKING.
100774,#1 CYLINDER INTAKE GASKET IS LEAKING.
100775,#3 CYLINDER ROCKER GASKET IS LEAKING.
100776,RIGHT BAFFLE SPRING BROKEN.
100777,AFT BAFFLE BRACKET RIVETS PULLING THROUGH.
100778,ENGINE TOP SPINE IS LEAKING.
100780,ALL ROCKER COVERS NEED TIGHTENING.
100781,#3 ROCKER COVER GASKET LEAKING.
100782,LEFT ENGINE #2 INTAKE LEAKING.
100783,RIGHT ENGINE #2 INTAKE LEAKING.
100784,CYLINDER #1 BAFFLE IS CRACKED.
100785,RIGHT AFT ENGINE BAFFLE CRACKED.
100786,OVERBOARD BATTERY & ENGINE OVERBOARD VENT TUBES CHAFED.
100787,ALL ROCKER COVER SCREWS LOOSE.
100788,LEFT ENGINE #3 ROCKER SHAFT PLUG WORN.
100789,RIGHT ENGINE #3 INTAKE IS LEAKING.
100790,LEFT ENGINE #3 ROCKER COVER GASKET LEAKING.
100791,CYLINDER #2 INTAKE IS LEAKING.
100792,CYLINDER #2 INTAKE VALVE PUSH ROD I/B SEAL IS LEAKING.
100793,LEFT AFT BAFFLE CRACKED PAST STOP DRILL.
100794,CYLINDER #2 INTAKE VALVE PUSH ROD I/B SEAL IS LEAKING.
100795,#2 INTAKE GASKET LEAKING.
100796,#4 VALVE COVER GASKET LEAKING.
100797,ALL ROCKER COVERS ON BOTH ENGINE SCREWS LOOSE.
100798,#2 ROCKER COVER LEAKING.
100799,#2 INTAKE GASKET LEAKING.
100800,"#2, 3 & 4 INDUCTION TUBE GASKETS LEAKING."
100801,CYLINDER #2 & 3 ROCKER COVER GASKETS LEAKING.
100802,LEFT REAR ENGINE BAFFLE CRACKED.
100803,ALL EXHAUST GAS TEMPERATURE  WIRE PROBE STANDOFFS ARE BROKEN.
100804,CYLINDER #4 INTAKE IS LEAKING.
100805,CYLINDER #3 INTAKE GASKET LEAKING.
100806,FRONT ENGINE BAFFLE SCREWS CHAFING MUFFLER SHROUD.
100807,LOWER OIL COOLER LINE NEEDS TO BE REPOSITIONED.
100808,CYLINDER #2 INTAKE GASKET LEAKING.
100809,#3 ROCKER COVER IS LEAKING.
100810,CYLINDER #4 ROCKER COVER GASKET LEAKING.
100811,REAR RIGHT ENGINE BAFFLE MOUNT BRACKET RIVETS SHEARED.
100812,SLIGHT POWER LOSS ON TAKE OFF
100814,#2 INTAKE LEAKING.
100815,RIGHT BAFFLE #3 CYLINDER NEEDS BAFFLE SCREW.
100816,#2 CYLINDER INTAKE GASKET LEAKING.
100817,#3 & 4 CYLINDER ROCKER COVER GASKETS LEAKING.
100818,LEFT REAR ENGINE BAFFLE CRACKED.
100819,#2 INDUCTION TUBE GASKET LEAKING.
100820,#2 CYLINDER ROCKER COVER GASKET LEAKING.
100821,#2 INTAKE IS LEAKING.
100822,#1 ROCKER COVER IS LEAKING.
100823,TOP & BOTTOM RUDDER COVERS ARE CRACKED.
100824,#4 INDUCTION TUBE GASKET LEAKING.
100825,"FRONT BAFFLE BY INTAKE HEAT, AROUND MUFFLER SHROUD, IS CRACK"
100826,CYLINDER #2 ROCKER COVER IS LEAKING.
100827,FORWARD BAFFLE CENTER SECTION IS WORN THROUGH.
100828,LEFT ENGINE #2 INTAKE IS LEAKING.
100829,LEFT ENGINE #3 INTAKE GASKET LEAKING.
100830,"LEFT ENGINE #2, 3 ROCKER COVERS ARE LEAKING."
100831,"#3 ROCKER COVER, ROCKER SHAFT PLUGS ARE BROKEN."
100832,CYLINDER #2 INTAKE IS LEAKING.
100833,CYLINDER #2 & 4 ROCKER COVERS ARE LEAKING.
100834,#2 INTAKE IS LEAKING.
100835,ENGINE IS DIRTY.
100836,#1 & 3 INTAKES ARE LEAKING.
100837,RIGHT BACK BAFFLE IS MISSING A SCREW.
100838,RIGHT FRONT BAFFLE SEAL RIVET IS BROKEN.
100839,CYLINDER #2 INTAKE PUSH ROD TUBE INNER SEAL IS WEEPING.
100841,FORWARD BAFFLE IS CRACKED UNDER HEAT SHROUD AIR INTAKE.
100842,RIGHT SIDE OF BAFFLE IS CRACKED.
100843,#4 ROCKER COVER IS LEAKING.
100844,RIGHT ENGINE ROCKER COVER SCREWS LOOSE.
100845,RIGHT ENGINE CYLINDER #3 INTAKE IS LEAKING.
100846,"#2, 3 ROCKER COVER GASKETS LEAKING."
100847,#2 INTAKE GASKET LEAKING.
100848,OIL COOLER HOSE REQUIRES REPOSITIONING.
100849,#1 & 2 ROCKER COVERS MISSING 2 SCREWS.
100850,"#2, 3 & 4 ROCKER COVERS LEAK."
100851,LEFT BAFFLE O/B TIE ROD IS BROKEN.
100852,LEFT REAR BAFFLE MOUNT IS LOOSE.
100853,ENGINE IDLES VERY IRRATICALLY BELOW 1150 RPM.
100857,TOP CENTER BAFFEL SCREW IS HITTING MOUNT
100858,RIGHT ENGINE #2 & 3 INTAKE GASKETS ARE LEAKING.
100859,#2 & 3 ROCKER COVER GASKETS LEAKING.
100860,#3 BAFFLE IS MISSING SCREW ON BRACKET.
100861,"#2, 3 & 4 ROCKER COVERS ARE LEAKING."
100862,#2 INTAKE GASKET LEAKS.
100863,"#1, 3, 4 ROCKER COVER GASKETS LEAKING."
100864,INTAKE TUBE #2 LEAKING.
100865,REAR RIGHT ENGINE BAFFLE BRACKET RIVETS LOOSE.
100866,#1 INTAKE HAS EVIDENCE OF LEAKING.
100867,#4 INTAKE GASKET IS LEAKING.
100868,CYLINDER #2 & 4 INTAKES ARE LEAKING.
100869,#2 INDUCTION TUBE GASKET LEAKING.
100870,#2 & 1 ROCKER COVERS LEAKING.
100871,RIGHT BAFFLE SPRING BROKEN.
100872,RIGHT AFT BAFFLE CRACKED.
100873,FELT VIBRATION LIKE STUCK VALVE IN FLIGHT.
100877,#2 INTAKE ON RIGHT ENGINE LEAKING.
100878,#2 & 4 INTAKES LEAKING ON LEFT ENGINE.
100879,#2 ROCKER COVER LEAKING ON RIGHT ENGINE.
100880,RIGHT BAFFLE SPRING BROKEN.
100881,AFT BAFFLE BRACKET MISSING RIVETS.
100882,LEFT ENGINE CYLINDER #2 INTAKE IS LEAKING.
100883,RIGHT ENGINE #3 CYLINDER INTAKE IS LEAKING.
100884,LEFT ENGINE #4 INTAKE TUBE GASKET LEAKING.
100885,RIGHT ENGINE CYLINDER #1 PRIMER LINE SLEEVE IS TORN.
100886,RIGHT ENGINE #2 INTAKE IS LEAKING.
100887,LEFT ENGINE #2 INTAKE IS LEAKING.
100888,RIGHT ENGINE BAFFLE SEAL UNDER PROP GOVERNOR IS LOOSE.
100889,LEFT ENGINE #2 ROCKER COVER IS LEAKING.
100890,"SCREW MISSING, LEFT AFT BAFFLING, ON ENGINE (BEHIND DIPSTICK TUB"
100891,#2 EXHAUST GAS TEMPERATURE  READ HIGH 100 - 150 DEGREES ABOVE OTHER CYLS.
100892,"LEFT ENGINE, LEFT MAGNETO HAD DROP OF 300 RPM ON RUN UP. LEANE"
100893,"LEAKING INTAKE GASKETS, CYLINDER #2 & 3."
100894,#2 & 1 ROCKER COVERS ARE LEAKING.
100895,"RIGHT ENGINE, LEFT SIDE FORWARD COWL SEAL IS LOOSE."
100896,LEFT ENGINE #3 & 4 ROCKER COVERS ARE LEAKING.
100897,RIGHT ENGINE #3 & 4 ROCKER COVERS ARE LEAKING.
100898,CYLINDER #2 & 4 INTAKE GASKETS LEAKING.
100899,CYLINDER #3 ROCKER COVER GASKET LEAKING.
100900,#1 & 2 ROCKER COVERS LEAKING.
100901,CYLINDER #1 INTAKE IS LEAKING.
100902,RIGHT FORWARD BAFFLE SEAL NEEDS TO BE SECURED.
100903,BACK LEFT BAFFLE HAS A CRACK.
100904,#2 INTAKE IS LEAKING.
100905,#2 ROCKER COVER LEAKING.
100906,#4 INTAKE LEAKING.
100907,#4 ROCKER COVER LEAKING.
100908,TEST FLIGHT NEEDED FOR UNUSUAL VIBRATION.
100912,CYLINDER #2 INTAKE IS LEAKING.
100913,NO COMPRESSION ON #4 CYLINDER.
100915,CYLINDER #1 EXTERNAL VALVE IS STICKING (40/80).
100918,#3 CYLINDER BAFFLE BRACKET RIVETS ARE LOOSE ON BACK SIDE OF BAFFL
100919,CYLINDER #3 ROCKER COVER GASKET LEAKING.
100920,FRONT RUBBER BAFFLE CHAFING ON STARTER GROUND WIRE.
100921,OVERSPEED OF 3300 IN FLIGHT.
100922,"#2, 4 ROCKER COVER GASKETS LEAKING."
100923,LEFT ENGINE #4 INTAKE LEAKING.
100924,LEFT ENGINE #4 ROCKER COVER LEAKING.
100925,RIGHT ENGINE #4 INTAKE LEAKING.
100926,RIGHT ENGINE IGNITION LEAD LACING CORE BROKEN TO OIL RIGGED LI
100927,CYLINDER #2 INTAKE IS LEAKING.
100928,CYLINDER #2 INTAKE GASKET LEAKING.
100929,RING GEAR TEETH APPEAR TO BE DAMAGED.
100930,"CYLINDER #4, 1 ROCKER COVER GASKET LEAKING."
100931,#2 CYLINDER INTAKE GASKET LEAKING.
100932,ROCKER COVER FOR CYLINDER #2 IS LEAKING.
100933,#3 INTAKE GASKET LEAKING.
100934,#4 ROCKER COVER GASKET LEAKING.
100935,"REAR BAFFLE MOUNT SCREW IS LOOSE, BEHIND DIPSTICK TUBE."
100936,#2 CYLILNDER ROCKER COVER LEAKING.
100937,#2 CYLINDER INTAKE GASKET LEAKING.
100938,#3 ROCKER COVER LEAKING.
100939,FRONT RIGHT BAFFLE SEAL IS NOT ATTACHED.
100940,ENGINE RAN ROUGH. AFTER RPM'S WERE STAB
100943,SCREW MISSING BEHIND #3 BAFFLE.
100944,"#2, 4 INTAKES LEAKING."
100945,FORWARD RIGHT BAFFLE SEAL IS TORN.
100946,#3 CYLINDER INTAKE GASKET IS LEAKING.
100947,OIL COOLER STAND OFFS NEED ADJUSTMENT.
100948,"ENGINE LEFT SIDE BAFFLE, MIDDLE MOUNT RIVETS ARE LOOSE."
100949,LEFT AFT BAFFLE CRACKED PAST STOP DRILL.
100950,"ROCKER COVER GASKETS #2, 3 LEAKING."
100951,#2 CYLINDER ROCKER COVER GASKET LEAKING.
100952,FULL POWER ONLY RESULTS IN 2640 RPM ON LEFT ENGINE & 2600 RPM
100953,LEFT ENGINE CYLINDER #4 INTAKE IS LEAKING.
100954,RIGHT ENGINE CYLINDER #3 & 4 BAFFLE SEALS NEED TO BE INSTALLED CORRECT
100955,LEFT ENGINE CYLINDER #4 AFT & #2 SIDE BAFFLE SEAL NEEDS TO BE REATTAC
100956,#2 ROCKER COVER LEAKING.
100957,AFT RIGHT BAFFLE SCREW LOOSE.
100958,#4 ROCKER COVER SCREWS LOOSE.
100959,#2 INTAKE GASKET IS LEAKING.
100960,#2 CYLINDER ROCKER COVER IS MISSING A SCREW.
100961,RIGHT ENGINE #2 ROCKER COVER LEAKING.
100962,LEFT ENGINE #4 ROCKER COVER IS LEAKING.
100963,"RIGHT ENGINE, #2 & 3 INTAKES ARE LEAKING."
100964,LEFT ENGINE #3 & 4 INTAKES ARE LEAKING.
100965,RIGHT ENGINE O/B TOP CENTER BAFFLE SEAL IS LOOSE.
100966,"LEFT ENGINE, #4 CYLINDER SIDE BAFFLE SEAL IS COMING LOOSE."
100967,"RIGHT ENGINE, #3 CYLINDER ROCKER COVER GASKET IS LEAKING."
100968,"RIGHT ENGINE, #3 CYLINDER INTAKE GASKET IS LEAKING."
100969,"RIGHT ENGINE #3 CYLINDER SIDE BAFFLE, BOTH BOLTS MISSING."
