Grupo,Frase,Tipo
351,FORWARD LEFT ENGINE BAFFLE CRACKED FROM HEAT AIR INTAKE DOWN.,orig
352,OIL COOLER HAS A GAP FROM COWLING & BOX ON BOTTOM.,orig
353,EXHAUST GAS TEMPERATURE  CYLINDER #1 CLAMP LOOSE.,orig
354,LEFT ENGINE BAFFLE SEAL RIVETS LOOSE.,orig
355,RIGHT REAR ENGINE BAFFLE MOUNTING SCREW MISSING & BRACKET RIVE,orig
356,CYLINDER #4 BAFFLE PLUG TEETH ARE BROKEN.,orig
357,HARDWARE MISSING ON LEFT ENGINE #2 CYLINDER.,orig
358,MUFFLER HEAT MUFF CRACKED.,orig
359,"RAN SMOOTHLY AFTER ENGINE START LEAN PROCEDURE, THEN RAN VER",orig
360,RIGHT & LEFT VALVE COVERS LEAKING.,orig
361,LEFT ENGINE OIL COOLER TO ENGINE LIFTING EYE BRACKET BROKEN.,orig
362,RIGHT ENGINE LIFTING EYE BOLT LEAKING OIL.,orig
363,RIGHT ENGINE #4 CYLINDER BAFFLE BRACE NEEDS TO BE REMOVED FOR CAN O,orig
364,AUTO RELIGHT DEFERRED.,orig
365,LEFT ENGINE WOULD NOT START. ATTEMPTED NORMAL & FLOODED.,orig
366,ENGINE HESITATION/ROUGHNESS 30 SECOND AFTER TAKEOFF. NO FURTHER,orig
367,ALL VALVE COVERS LEAKING.,orig
368,ENGINE RPM OF 2720.,orig
369,#2 CYLINDER COMPERSSION READING LOW.,orig
370,CYLINDER #2 EXHAUST TUBE ELBOW TOP BOLT NEEDS TO BE RECOTTER PINN,orig
371,"BAFFLING CRACKED, RIGHT ENGINE BY #4 CYLINDER.",orig
372,LEFT COOLING BAFFLE CONNECTING ROD BROKEN.,orig
373,RIGHT CYLINDER COOLING BAFFLE CONTACTING OIL RETURN LINE.,orig
374,RIGHT BAFFLE SEAL BY PROP GOVERNOR LOOSE.,orig
375,RIGHT AFT BAFFLING RIVETS SHEARED.,orig
376,#3 CYLINDER LOWER SPARK PLUG BOSS THREADS DAMAGED.,orig
377,#4 BOTTOM ROCKER COVER SCREW WON'T TIGHTEN.,orig
378,#1 INTAKE TUBE DAMAGED.,orig
379,LEFT & RIGHT BAFFLE PLUGS HAVE SEVERAL BROKEN FINGERS.,orig
380,RIGHT ENGINE BAFFLE #2 & 4 CROSSTIE BROKEN.,orig
381,RIGHT AFT COOLING BAFFLING RIVETS SHEARED.,orig
382,BAFFLE PLUGS HAVE BROKEN FINGERS.,orig
383,RIGHT PROP SHAFT SEAL SEEPING.,orig
384,LEFT BAFFLE PLUG MISSING TEETH.,orig
385,CYLINDER #1 INTAKE GASKET IS ELAKING.,orig
386,ENGINE FAILURE WHILE HOLDING SHORT. THROTTLE WAS IDLE.,orig
387,#2 ENGINE LEFT REAR BAFFLE CRACKED @ INTER-CYLINDER CONNECT,orig
388,#1 & 3 BAFFLE TIE WIRE LOOSE.,orig
389,BOLT MISSING CONNECTING UPPER ENDS OF #3 & 4 AFT BAFFLES.,orig
390,"ON APPROACH, ENGINE ROUGHNESS ABOUT 7 - 10 SECS. ADJUSTED MAGNETIC INDICATOR",orig
391,"PERFORMING GROUND REF MANUAL, THROTTLE WAS AT 1600 RPM, THROTTL",orig
392,ENGINE COWL DZUS FASTENERS NEED RETAINERS.,orig
393,"RIGHT ENGINE SHUT DOWN ON LANDING, WAS ABLE TO RESTART & TAXI",orig
394,ENGINE STARTED & SEEMED TO BE RUNNING FINE. SUDDENLY ENGINE,orig
395,ALL 4 VALVE COVERS LEAKING ON RIGHT ENGINE.,orig
396,CYLINDER #1 & 3 BOTTOM BAFFLE IS CRACKED @ TIE ROD.,orig
397,AFT ENGINE BAFFLE WORN FROM RUBBING.,orig
398,#1 CYLINDER BAFFLE NOT BEHIND CYLINDER NUT - INCORRECT INSTALL.,orig
399,ENGINE COOLING BAFFLE SEAL LOOSE ON TOP LEFT SIDE.,orig
400,#1 INTAKE GASKET TORN.,orig
401,#3 PUSH ROD SEALS LEAKING.,orig
402,THROTTLE LINKAGE @ SERVO IS SLOPPY.,orig
403,CYLINDER #1 & 3 SIDE BAFFLE BOLT IS LOOSE.,orig
404,ENGINE AFT RIGHT GROUND STRAP NEEDS TO BE SECURED.,orig
405,SCREW BEHIND OIL FILLER TUBE LOOSE.,orig
406,SPARK PLUG CAP LOOSE ON #3 BOTTOM SPARK PLUG.,orig
407,TOOL ON TOP OF ENGINE BETWEEN CYLINDERS,orig
408,RIGHT ENGINE #2 STACK BROKEN OFF.,orig
409,"DURING HIGH SPEED ROLL, A/C HAD STRONG VIBRATION.",orig
410,"AFTER 20"" MANIFOLD PRESSURE, APPLIED FULL THROTTLE, STARTED",orig
411,CYLINDER #1 WIRING HARNESS SUPPORT BRACKET IS BROKEN.,orig
412,AIR INDUCTION ELBOW TO SERVO BOOT IS WEEPING FUEL.,orig
413,#3 CYLINDER ROCKER GASKET SEEPING.,orig
414,#2 SIDE BAFFLE SEAL STAPLES LOOSE.,orig
415,COWL SHOCK MOUNT #7 DAMAGED.,orig
416,AIR INLET TUBE DAMAGED.,orig
417,"WHILE MAKING RIGHT TURN, CLIMBING OUT - HEARD LOUD KNOCK, CUTOFF",orig
418,LEFT ENGINE TAC GEN LEAKS AT SEAL.,orig
419,TOP ENGINE COOLING FAN BAFFLE PLUGS WORN OUT.,orig
420,LEFT & RIGHT AFT #4 BAFFLES HAVE CRACKS.,orig
421,LEFT ENGINE #1 & 3 BAFFLE TIE ROD WEARING ON INTERBAFFLE.,orig
422,SCREW LOOSE ON ENGINE BAFFLING.,orig
423,"ENGINE BAFFLE, RIGHT AFT NEXT TO #3 CYLINDER, NEEDS TO BE SCREWED I",orig
424,"AT FULL POWER (SMOOTHLY APPLIED), ENGINES WOULD VIBRATE VIOL",orig
425,ACCESSORY PAD BEHIND ALTERNATOR HAS BRACKET INSTALLED W/ NOT,orig
426,BOLT W/ BARREL @ AFT RIGHT SIDE OF ENGINE MISSING.,orig
427,BOTH ENGINES HAVE SCREWS BETWEEN CYLINDERS ON SIDE BAFFLES T,orig
428,#2 ROCKER COVER GASKET IS SQUEEZED OUT.,orig
429,"EXCEEDED PROP LIMITS, 2710 RPM FOR A FEW SECONDS.",orig
430,CRACK IN RIGHT #4 BAFFLE BRACKET.,orig
431,RIGHT ENGINE BLEED AIR DUCT CHAFING ON COWL.,orig
432,"AFTER ENGINE START, ENGINE RAN ROUGH BUT THEN SMOKED OUT. AIRWAY FACILITIES",orig
433,"ON RUN UP, FAULTY MAGNETO CHECK PROCEDURES.",orig
434,LEFT BAFFLE ROD BROKEN ON LEFT ENGINE.,orig
435,"RIGHT ENGINE #4 CYLINDER AFT BAFFLE, AFT BAFFLE CORNER SUPPORT BRACKET",orig
436,"OVERSPEED PROP 2700 RPM FOR 3 SECONDS, NOTICED 2760 RPM MAX.",orig
437,CLIMBED TO ALTITUDE & ATTEMPTED DESCENT BACK TO ALTITUDE LEA,orig
438,ENGINE BAFFLE RUBBER SEAL INSECURE @ #2 CYLINDER.,orig
439,ENGINE AFT BAFFLE CYLINDER #3 AREA HAS SHEARED RIVETS ON SUPPORT,orig
440,#4 INTAKE GASKET TUBE IS LEAKING AT SUMP.,orig
441,RIGHT AFT BAFFLE PLUG BAD.,orig
442,"LEFT AFT BAFFLE SCREW LOOSE, BY #4 ROCKER COVER.",orig
443,"CRACK IN ENGINE COOLING BAFFLE, AROUND LANDING LIGHT WIRE SE",orig
444,"CRACK IN ENGINE COOLING BAFFLE, NEXT TO RIGHT UPPER MOTOR MOUN",orig
445,PILOT REPORTED SLIGHT FLUCTUATIONS IN RIGHT ENGINE DURING CRUI,orig
446,FRONT BAFFLE SEALS ARE WORN.,orig
447,MAINTENANCE FLIGHT REQUIRED.,orig
448,"BOTTOM BAFFLE CONNECTING ROD BROKEN, RIGHT SIDE.",orig
449,ENGINE PAN DRAIN LINE CLUSTER NEEDS NEW ADEL CLAMPS.,orig
450,RIGHT ENGINE #2 FORWARD BAFFLE SCREW & WASHER LOOSE.,orig
451,"#3 AFT BAFFLE, LEFT ENGINE, COWL SEAL NOT SEALING.",orig
452,"DURING RUN UP, RPM WOULD NOT INCREASE PAST 1560, REGARDLESS",orig
453,SIDE BAFFLE PLUG HOLES ARE WORN TOO LARGE.,orig
454,SNIFFLE VALVES DIRTY.,orig
455,"ENGINE BAFFLE ON #4 CYLINDER, RIVETS SHEARED OFF.",orig
456,RIGHT BAFFLE SPRING IS DISCONNECTED.,orig
457,FOREIGN OBJECT DAMAGE IN ENGINE INTABLE,orig
458,WRENCH LEFT ON ENGINE BOLT,orig
459,LEFT FUEL PLACARD IS COVERED,orig
460,RIGHT #2 CYLINDER EXHAUST PUSH ROD SEAL LEAKING.,orig
461,OWNER REQUESTS ENGINE COMPRESSIONS DONE.,orig
462,"CYLINDER BAFFLE CHAFING ON OIL RETURN LINE, #3 CYLINDER.",orig
463,LEFT ENGINE #4 AFT BAFFLE REINFORCEMENT ANGLE CRACKED.,orig
464,CYLINDER #3 ROCKER DRAIN LINE LOOSE.,orig
465,"ENGINE COOLING BAFFLE CRACKED, FRONT LEFT SIDE, RIGHT ENGINE.",orig
466,"BOTTOM OIL COOLER LINE CHAFING ON FUEL PUMP, RIGHT ENGINE.",orig
467,"BAFFLE TIE ROD CHAFING INTO #3 OIL RETURN LINE, RIGHT ENGINE.",orig
468,LEFT MAGNETOS ON LEFT ENGINE PRODUCED CONSIDERABLE VIBRATION.,orig
469,LEFT ENGINE #2 PRIMER LNE CLAMP NEEDS TO BE REPOSITIONED.,orig
470,MUFFLER MISSING NUT.,orig
471,ENGINE REQUIRES DISASSEMBLY & INSPECTION AFTER PROP STRIKE.,orig
472,TOP OIL COOLER LINE CHAFING ON VACUUM PUMP LINE.,orig
473,LEFT ENGINE #2 EXHAUST GAS TEMPERATURE  INOPERABLE.,orig
474,ADEL CLAMPS ON FUEL LINE TO FUEL CONTROL UNIT LOOSE.,orig
475,BROKEN MANIFOLD PSI LINE.,orig
476,#4 SPARK PLUG ACCESS HOLE ON BAFFLE REQUIRES PATCH.,orig
477,CYLINDER #2 INTAKE LEAKING IN CONNECTION POINT TO OIL SUMP.,orig
478,LOOSELY HANGING FRONT ENGINE RUBBER BAFFLE.,orig
479,RIGHT ENGINE OIL COOLER LEAKING.,orig
480,TOP LIFTING BRACKET CASE HALF BOLT LEAKING OIL.,orig
481,"ENGINE BAFFLE CHAFING ON #3 OIL RETURN LINE, LEFT ENGINE.",orig
482,#3 & #2 CYLINDER ROCKER DRAIN LINES HAVE NO TORQUE SEAL.,orig
483,"LEFT ENGINE BAFFLE SNAP PLUG HOLE WORN, RIGHT SIDE ALSO.",orig
484,#2 CYLINDER STANDBY ASSEMBLY BROKEN.,orig
485,LEFT SIDE OF LEFT ENGINE BAFFLING CONNECTING ROD BROKEN.,orig
486,STARTER FRONT CAP LOOSE.,orig
487,INTAKE BOOT IS TORN.,orig
488,#3 CYLINDER SIDE BAFFLE HAS LOOSE HARDWARE.,orig
489,"ENGINE COOLING BAFFLE MISISNG SCREW, RIGHT SIDE.",orig
490,#1 CYLINDER BAFFLE CRACK SPREADING BEYOND EXISTING STOP DRILL.,orig
491,LEFT ENGINE BAFFLE PLUG HOLE WORN.,orig
492,FUEL LINE SUPPORT BRACKET AT BAFFLE SUPPORT LOOSE.,orig
493,ENGINE OVERSPEED.,orig
494,"RIVET MISSING ON RIGHT BAFFLE HOLD DOWN ANGLE, BEHIND OIL COOL",orig
495,"CRACK IN ENGINE COWLING BAFFLE, #1 CYLINDER.",orig
496,DID NORMAL START & WHEN IT FIRED - ENGINE RAN ROUGH FOR SEVE,orig
497,"ENGINE BAFFLE SUPPORT BRACKET HAS LOOSE SCREWS, #3 CYLINDER.",orig
498,COWL SEAL BY #2 CYLINDER NEEDS TO BE REATTCHED TO BAFFLING.,orig
499,#4 CYLINDER TOP SPARK PLUG ACCESS HOLE ON ENGINE BAFFLE REQUIRES,orig
500,3 EACH BAFFLE SCREWS MISSING.,orig
501,"CRACK ON ENGINE COOLING BAFFLE, #1 CYLINDER.",orig
502,"SCREW LOOSE ON BAFFLE, BEHIND OIL FILLER TUBE.",orig
503,LEFT BAFFLE I/B SPRING HAS PULLED THROUGH.,orig
504,#2 & 3 ROCKER COVERS INSTALLED W/ BAFFLE TUBE UNDER COVERS.,orig
505,MANIFOLD PSI GAUGE READS ATMOSPHERIC PRESSURE.,orig
506,LEFT ENGINE BROKEN BAFFLE ROD RUNNING ALONG CYLINDER #2 & 4.,orig
507,LEFT ENGINE CARBURETOR AIR BOX HAS SHEARED RIVET ON TOP FORWARD SIDE.,orig
508,LEFT ENGINE CARBURETOR AIR BOX APPEARS TO HAVE BEEN ON FIRE.,orig
509,AIR INTAKE TUBING TORN.,orig
510,FRONT RIGHT ENGINE BAFFLING RIVETS SHEARED.,orig
511,RIGHT SIDE ENGINE BAFFLING CONECTION WIRE BROKEN.,orig
512,"CRACK IN BAFFLING, TOP RIGHT SIDE OF ENGINE, NEXT TO ENGINE MOUNT BO",orig
513,"CRACK IN FRONT OF LEFT SIDE OF ENGINE BAFFLING, IN FRONT OF #2 C",orig
514,"OVERSPEED ENGINE @ 2840 RPM, OVER REVED ENGINE FOR 1 SECOND.",orig
515,A/C FAILS MIXTURE OVERRIDE CHECK.,orig
516,RIGHT ENGINE OIL LEAK AT FILTER HOUSING AFTER RUN UP.,orig
517,"RIGHT ENGINE, RIGHT EXCITER LEAD CHAFED ON OIL PRESSURE TUBE.",orig
518,INTER CYLINDER BAFFLE CRACKED BETWEEN #1 & 3 CYLS.,orig
519,"#3 INTAKE GASKET LEAKING, INTAKE TUBE LEAKING AT SUMP.",orig
520,TORN GROMMET TOP ENGINE BAFFLE AFT MIDDLE (SMALL GROMMET).,orig
521,BAFFLE PLUGS HAVE MANY MISSING FINGERS.,orig
522,"#1, 3 & 4 VALVE COVER GASKETS LEAKING.",orig
523,RIGHT FRONT TOP ENGINE BAFFLE RUBBER SEAL NOT ATTACHED.,orig
524,IDLE SPEED & MIXTURE NEED TO BE ADJUSTED.,orig
525,IDLE PRM LOW.,orig
526,"RIVETS SHEARED ON AFT BAFFLING, BEHIND CYLINDER #3.",orig
527,#2 INTAKE BOLT HOLE STRIPPED.,orig
528,MAINTENANCE FLIGHT REQUIRED TO PERFORM POWER CHECK.,orig
529,"LEFT ENGINE, AFT BAFFLING CRACKED BEHIND CYLINDER #4.",orig
530,O/B CLAMP ON #4 CYLINDER PUSH ROD TUBE LOOSE.,orig
531,"ENGINE WILL NOT MAKE ENOUGH POWER TO HOVER HIGHER THAT 2', #",orig
532,#3 OIL DRAIN LINE HAS RUB MARK.,orig
533,TEST FLIGHT NEEDED FOR HOVER POWER.,orig
534,CYLINDER #4 TEMPERATURE PROBE LOOSE.,orig
535,"NOTICED VIBRATIONS & ENGINE ROUGHNESS, ALSO NOT PRODUCING FU",orig
536,LEFT ENGINE CORNER BRACKET ON LEFT REAR BAFFLE IS CRACKED.,orig
537,"FRONT BAFFLE SEAL ON BOTTOM LEFT & BOTTOM RIGHT SIDES, NEEDS",orig
538,#2 ROCKER COVER GASKET NEEDS REPLACEMENT.,orig
539,"FRONT BAFFLE SEAL NEEDS TO BE SECURED, TOP LEFT & RIGHT SIDE",orig
540,LEFT & RIGHT BAFFLE PLUG HOLES REQUIRE PATCHES.,orig
541,FOUND RIGHT BAFFLE SEAL NEEDS TO BE SECURED.,orig
542,OIL COOLER NEEDS TO BE BLOWN OUT.,orig
543,ENGINE OIL COOLER CAN BE CLEANED EXTERNALLY.,orig
544,M/R TRANSMISSION OIL COOLER CAN BE CLEANED OUT EXTERNALLY.,orig
545,#3 AFT CYLINDER BAFFLE CRACKED BY OIL COOLER MOUNT.,orig
546,STRIPPED NUT ON C FLANGE BOLT.,orig
547,#1 CYLINDER BAFFLING CRACKED BY VALVE COVER.,orig
548,LEFT CARBURETOR HEAT VALVE MISSING FELT.,orig
549,CRACK IN BAFFLING OF #1 CYLINDER BY VALVE COVER.,orig
550,RIGHT SIDE LOWER FORWARD OIL COOLER HOSE BRACKET BROKEN.,orig
551,LEFT ENGINE IS MISSING BAFFLE BOLT FROM #3 CYLINDER.,orig
552,"ROCKER DRAIN LINES, ALL OF (B NUTS) ARE LOOSE.",orig
553,LEFT ENGINE #2 EXHAUST ROCKER WAS NICKED DURING VALVE STAKING.,orig
554,SMALL CRACK ON OIL COOLER (O/B FORWARD).,orig
555,OIL TUBE DRAIN LINES FOR CYLINDERS LOOSE.,orig
556,#2 ROCKER ARM COVER LEAKING.,orig
557,#3 CYLINDER ZERO COMPRESSION ON LEFT ENGINE.,orig
558,"#3 CYLINDER BAFFLING ON LEFT ENGINE, CRACKED ON AFT SIDE.",orig
559,"#4 CYLINDER BAFFLING ON LEFT ENGINE, CRACKED ON ANGLE BRACKETS.",orig
560,CYLINDER #3 HAD LOW COMPRESSION (50/80).,orig
561,"BOTTOM RIVET HEAD SHEARED OFF ON ENGINE BAFFLE, RIGHT SIDE, I/",orig
562,PUSH ROD TUBE BENT.,orig
563,"NOTED EXCESSIVE VIBRATION & ROUGH RUNNING ENGINE, UPON POST",orig
564,AUTO RE-IGNITION DOES NOT ACTIVATE W/ LOW N2 CONDITIONS.,orig
565,FORWARD ENGINE BAFFLE WORN THRU.,orig
566,"ON A/C RUN UP, LEFT PROP TIP WAS DAMAGED.",orig
567,"RIGHT ENGINE BAFFLE, BETWEEN #2 & 4 CYLINDER, REQ REWORK.",orig
568,UPPER BAFFLE HOLE PLUGS AER WORN.,orig
569,"BAFFLE CRACKED PAST STOP DRILL, #4 CYLINDER.",orig
570,#3 ROCKER COVER IS LEAKING OIL.,orig
571,HARDWARE MISSING ON #3 ROCKER COVER.,orig
572,UPPER ENGINE COWL NEEDS CHAFE TAPE.,orig
573,LOWER CLAMPS LOOSE ON RIGHT ENGINE #4 INTAKE.,orig
574,FORWARD ADEL CLAMP ON #3 CYLINDER LOOSE & RUBBING ON PUSH ROD TUBE.,orig
575,UPPER COWLING NEEDS SMALL PIECE OF CHAFE TAPE.,orig
576,"LEFT UPPER ENGINE BAFFLING ON ENGINE, WORN SEAL SUPPORT.",orig
577,"BETWEEN #2 & 4 CYLDERS, SPIRAL WRAP MELTED.",orig
578,#3 CYLINDER ROCKER COVER BOTTOM SCREW NEEDS SWAPPED W/ AFT BAFFLE,orig
579,#3 CYLINDER BAFFLING MISSING SPARK PLUG ACCESS PLUG.,orig
580,OIL COOLER REQUIRES TIME CHANGE.,orig
581,ENGINE REQUIRES TIME CHANGE.,orig
582,"ON RUN UP, IDLE RPM WAS AT 720.",orig
583,ENGINE RPM WOULD FLUCTUATE 200 - 250 RPM @ HOVER. RAN ROUGH,orig
584,RIGHT BAFFLE PLUG MISSING FINGERS.,orig
585,"CRACK NOTED ON INSIDE OF #2 CYLINDER BAFFLING, NEAR RIVET.",orig
586,CYLINDER #2 COMPRESSION LOW. AIR NOTED & OBSERVED OUT OF EXHAUST.,orig
587,"ENGINE OVERSPEED, 2750 - 2760 RPM FOR 3-4 SECONDS.",orig
588,CRACK NOTED ON LOWER REAR POSITION OF #4 CYLINDER BAFFLE.,orig
589,"CRACK NOTED ON INSIDE OF #1 CYLINDER UPPER BAFFLE, NEAR RIVET.",orig
590,ALL CYLINDER DRAIN LINE B' NUTS ARE LOOSE.,orig
591,"SPRING WIRE FOR I/B LEFT SIDE ENGINE, BROKEN.",orig
592,BOTTOM RIGHT BAFFLE TIE DOWN UNSECURED FROM BAFFLE.,orig
593,RIGHT FUEL TOP ENGINE BAFFLE SEAL NEEDS TO BE SECURED.,orig
594,LOWER BAFFLING SEAL IS CHAFING AIR FILTER BOX CAM LOCK NUTPL,orig
595,SMALL FOREIGN OBJECT DAMAGE ON TOP OF #3 CYLINDER,orig
596,"RIGHT ENGINE FOAM SEAL LOOSE ON BULKHEAD, BEHIND ENGINE INLET",orig
597,LEFT REAR ENGINE BAFFLE ACCESS HOLE WORN.,orig
598,"OIL PRESENT ON ENGINE, RIGHT SIDE. OIL SPRAYED BELOW & AFT.",orig
599,"ON TAXI, ENGINE RAN ROUGH FROM 800 TO 1400 RPM. LEANING MIXTURE",orig
600,FRONT BAFFLE SEAL WORN BY ENGINE INLET & EDGES.,orig
601,#2 & 4 ROCKER COVERS MISSING HARDWARE.,orig
602,CRACK NOTED ON ENGINE BAFFLE NEAR AFT ALTERNATOR ATTACH BOLT,orig
603,VACUUM PUMP COOLING DUCT CHAFING OIL COOLER LINE.,orig
604,"DURING TAKE OFF ROLL, ADVANCED THROTTLE TO FULL POWER; RPM W",orig
605,FORWARD BAFFLE SEALS HAVE WORN SPOTS.,orig
606,#2 & 3 INDUCTION PIPES ARE LEAKING ON LEFT ENGINE.,orig
607,"ENGINE RUNNING ROUGH, #2 CYLINDER EXHAUST GAS TEMPERATURE  LOW.",orig
608,ENGINE PROBLEM,orig
609,ENGINE STARTED RUNNING ROUGH & BACK FIRING. BOTH POWER REDUC,orig
610,ROUGH ENGINE W/ OIL LEAK,orig
611,"NEAR IDLE, ENGINE WAS A LITTLE ROUGH. AT STOP FOR RUN UP, RIGHT PATTERN",orig
612,FORWARD ENGINE PLUGS SAFETY WIRE LOOSE & CHAFING THROUGH.,orig
613,"BAFFLE SEAL ABOVE AIR FILTER BOX, CHAFED.",orig
614,#2 CYLINDER HEAD TEMPERATURE FITTING NEEDS TO BE REPLACED.,orig
615,"FORWARD BAFFLE SEALS ON ENGINE, WEAR MARKS AGAINST AIR FILTER.",orig
616,#3 ROCKER DRAIN LINE CHAFING.,orig
617,"ACCIDENTALLY OVERSPED ENGINE BEFORE PULLING THROTTLE BACK, E",orig
618,"LOWER INTERCYLINDER BAFFLE SPRING ON RIGHT SIDE OF ENGINE, BRO",orig
619,#1 ROCKER DRAIN LINE LOOSE.,orig
620,#2 CYLINDER ROCKER DRAIN LINE LEAKING AT SUMP.,orig
621,EXHAUST GAS TEMPERATURE /CYLINDER HEAD TEMPERATURE WIRE BUNDLE MOUNTING SCREW & IGNITION LEAD/OIL COOLER MOU,orig
622,"BAFFLE SCREW HAS OVERSIZED WASHER, WHICH IS CHAFING #3 CYLINDER R",orig
623,"OIL LEAK AT CRANKCASE BOLTS, USED TO MOUNT FUEL FLOW TRANSDU",orig
624,PROPELLER FLANGE RUN OUT CHECK REQUESTED.,orig
625,"SHEARED OFF RIVETS ON BAFFLE BRACKET, BEHIND #3 CYLINDER.",orig
626,LOWER FORWARD ENGINE SEAL WORN IN AREA ABOVE ENGINE INLET.,orig
627,#3 & 4 CYLINDER WERE REMOVED BY OFF SITE MAINTENANCE.,orig
628,FRONT CRANKSHAFT OIL SEAL LEAKING.,orig
629,"ZERO COMPRESSION ON #1 CYLINDER. LEAKING FROM EXHAUST VALVE,",orig
630,NEED 2 NEW BAFFLE BUTTONS.,orig
631,LOWER FORWARD ENGINE COWL SEAL WEARING ON ENGINE INTAKE.,orig
632,"BOTTOM BAFFLE ON #1 CYLINDER, CHAFING ON CYLINDER FINS.",orig
633,#4 CYLINDER BOTTOM BAFFLE CRACKED/CHAFING ON CYLINDER FINS.,orig
634,ALL ROCKER COVER SCRWES ARE LOOSE.,orig
635,"WHILE FOGGING #2 CYLINDER, TIP FROM SPRAYER NOZZLE CAME INTO CONT",orig
636,ENGINE FORWARD LOWER SEAL WEARING INTO UPPER INTAKE AIR FILTER FRAME.,orig
637,LEFT ENGINE BREATHER LINE KINKED.,orig
638,LOWER COWL SEAL LOOSE.,orig
639,"COWL BRACKET CRACKED, LEFT ENGINE.",orig
640,DING IN COMPRESSOR FIRST STAGE BLADE.,orig
641,LEFT & RIGHT BAFFLE PLUGS ARE MISSING TABS.,orig
642,ALUM FITTINGS FOR OIL COOLER OK?,orig
643,OIL COOLER LOWER O/B BOLT NO THREADS SHOWING.,orig
644,OIL COOLER LOWER LINE REQ REROUTING.,orig
645,FRONT FORWARD BAFFLE HUNG UP ON BOLT OF ALTERNATOR EXTRA BRACKET,orig
646,"BAFFLE BOLT OR SCREW MISSING, FORWARD LEFT SIDE IN FRONT OF #2 CY",orig
647,BAFFLE TIE WIRE INSTALLED WRONG ON RIGHT OF ENGINE.,orig
648,"NUT MISSING ON TOP BACK BONE OF ENGINE, AFT SLING POINT.",orig
649,FOREIGN OBJECT DAMAGE ON TOP LEFT SIDE OF ENGINE,orig
650,EXTRA SPARK PLUG ON TOP OF #2 CYLINDER,orig
651,PROP/ENGINE OVERSPEED.,orig
652,"CRACK ON FORWARD BAFFLE, AFT OF ALTERNATOR MOUNT BOLT.",orig
653,COWL SEAL ON FRONT RIGHT BAFFLE LOOSE.,orig
654,#1 CYLINDER BAFFLING CRACK EXTENDING BEYOND STOP DRILL.,orig
655,CRACK NOTED ON UPPER PORTION OF FORWARD RIGHT BAFFLE IN FRONT OF #,orig
656,TABS ARE WORN OFF OF BAFFLE PLUGS.,orig
657,#3 & 4 SIDE BAFFLE SEALS ARE WORN.,orig
658,BAFFLING ABOVE CYLINDER #4 HAS A CRACK IN IT.,orig
659,FORWARD BAFFLE SEAL HAS WORN SPOTS BY ENGINE INDUCTION.,orig
660,MOMENTARY ENGINE ROUGHNESS.,orig
661,BAFFLE PLUGS ABOVE #3 & 4 CYLINDER WORN.,orig
662,LEFT SIDE BAFFLE REQUIRES BAFFLE PLUG PATCH.,orig
663,"SCREW MISSING ON ENGINE BAFFLE #3 CYLINDER, BY OIL FILL TUBE.",orig
664,LEFT FORWARD BAFFLE MATERIAL TORN.,orig
665,LEFT ENGINE BACK BONE LEAKING OIL IN MIDDLE.,orig
666,TYWRAP BROKEN ON STAND OFF ON #2 CYLINDER.,orig
667,BATTERY BOX BRACKET CRACKED.,orig
668,SIMULATED OIL LEAK ON ENGINE,orig
669,#2 OIL RETURN LINE CHAFING ON BAFFLING.,orig
670,#3 CYLINDER LEFT ENGINE THRUST BUTTONS WORN.,orig
671,WIRING BETWEEN #2 - 4 UNSUPPORTED.,orig
672,#1 EXHAUST GAS TEMPERATURE  RED X.,orig
673,ENGINE FAILED ONCE ON RUN UP. ENGINE RAN ROUGH & ALMOST QUIT,orig
674,"2 BAFFLE SCREWS MISSING, ABOVE STARTER.",orig
675,RIGHT FORWARD BAFFLE MATERIAL LOOSE.,orig
676,RIGHT ENGINE BAFFLE PLUG LOCK TAB BROKEN.,orig
677,FORWARD LOWER ENGINE BAFFLE SEAL WORN ABOVE ENGINE AIR INTAKE.,orig
678,A/C & PILOT REQUIRE START ASSIST.,orig
679,ENGINE BACK BONE BOLTS SEEPING.,orig
680,INTER BAFFLE ROD FASTENER BROKEN.,orig
681,SPRING CONNECTOR BETWEEN #1 & 3 CYLINDER BAFFLES IS BROKEN.,orig
682,"ENGINE FORWARD LOWER COWL SEAL WORN, ABOVE AIR INTAKE.",orig
683,BAFFLE SEAL WORN & WEARING ABOVE ENGINE INLET.,orig
684,#1 & 3 ROCKER DRAIN LINES LEAKING.,orig
685,"FORWARD LOWER BAFFLE SEAL FOR ENGINE, INTAKE WEARING INTO IT.",orig
686,RIGHT ENGINE WOULD NOT START.,orig
687,ENGINE NEEDS TO BE PRESERVED.,orig
688,BAFFLE TIE ROD MISSING UNDER #2 & 4 CYLINDERS.,orig
689,RIVNUT STRIPPED OUT ON BAFFLE FOR OIL COOLER.,orig
690,#2 & 4 CYLINDER BAFFLE FASTENER IS BROKEN.,orig
691,MOMENTARY STUCK VALVE W/ SLIGHT DROP IN RPM. IN CRUISE FLIGH,orig
692,#3 CYLINDER INTAKE FEELS LOOSE.,orig
693,RIGHT BAFFLING CONNECTING ROD IS BROKEN.,orig
694,LEFT I/B BAFFLING CONNECTING ROD IS BROKEN.,orig
695,CYLINDER #3 AFT BAFFLE IS WORN.,orig
